id,code,nom,dci1,dosage1,unite_dosage1,forme,presentation,ppv,ph,prix_br,princeps_generique,taux_remboursement
3008,6118001182077,PULVO 47,CATALASE / HEXAMIDINE,800000 / 40,UI / MG,POUDRE POUR APPLICATION LOCALE,1 FLACON 4 G,71.3,0,71.3,P,0%
3009,6118001110186,OROTREX,ISOTRETINOINE,10,MG,CAPSULE MOLLE,1 BOITE 60 CAPSULE,353,234,353,G,70%
3010,6118010120091,ZOXAN LP 4MG,DOXAZOSINE,4,MG,COMPRIME LP,1 BOITE 28 COMPRIME A LP,230,152.1,230,P,0%
3011,6118001170814,ZOXAN LP 4MG,DOXAZOSINE,4,MG,COMPRIME LP,1 BOITE 28 COMPRIME A LP,230,152.1,230,P,0%
3012,6118001101993,EUPANTOL 40 MG,PANTOPRAZOLE,40,MG,COMPRIME GASTRO-RESISTANT,1 BOITE 14 COMPRIME GASTRO-RESISTANT,198,131,198,P,0%
3013,6118000050322,AIRLIX,CETIRIZINE,10,MG,COMPRIME PELLICULE SECABLE,1 BOITE 15 COMPRIME,52,32.4,52,G,70%
3014,6118000090410,INDOPHARM,INDOMETACINE,25,MG,GELULE,1 BOITE 30 GELULE,20.3,12.6,20.3,G,70%
3015,6118001120796,SANDIMMUN,CICLOSPORINE,25,MG,CAPSULE MOLLE,1 BOITE 50 CAPSULE,565,374,544,P,70%
3016,6118001141166,TRACRIUM,ATRACURIUM,25,MG,SOLUTION INJECTABLE,1 BOITE 10 AMPOULE INJECTABLE,545.20000000000005,0,545.20000000000005,P,0%
3017,6118000340096,ARES,CIPROFLOXACINE,500,MG,COMPRIME PELLICULE,1 BOITE 10 COMPRIME PELLICULE,72.2,45,72.2,G,70%
3018,6118000010999,MICROLAX,SORBITOL / CITRATE DE SODIUM,4.465 / 0.45,G / G,GEL RECTAL,1 BOITE 6 RECIPIENT,21.1,13.9,21.1,P,0%
3019,6118000310075,KETOFLEX,KETOPROFENE,2.5,%,GEL,1 TUBE 20 G,17.350000000000001,11.5,17.350000000000001,G,0%
3020,6118000031758,OPTICILLINE,AMPICILLINE,1,G,POUDRE POUR USAGE PARENTERAL,1 BOITE 6 FLACON,86.6,54,86.6,G,70%
3021,6118001070664,ZYPREXA,OLANZAPINE,5,MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME,465,308,160,P,70%
3022,6118000070924,TROXINE,ROXITHROMYCINE,300,MG,COMPRIME PELLICULE,1 BOITE 8 COMPRIME,107,70.8,107,G,70%
3023,6118001170340,XALACOM,LATANOPROST / TIMOLOL,50 / 5,ï¿½G / MG,COLLYRE,1 FLACON 2.5 ML,213,132.80000000000001,213,P,70%
3024,6118001260041,BECLOJET,BECLOMETASONE,250,ï¿½G,SOLUTION POUR INHALATION BUCCALE,1 FLACON 200 DOSE,133.4,88.2,133.4,G,70%
3025,6118000081937,SPECTRUM,CIPROFLOXACINE,500,MG,COMPRIME PELLICULE,1 BOITE 20 COMPRIME PELLICULE SECABLE,160,99.7,160,G,70%
3026,6118010025815,ZILDEN,DILTIAZEM,60,MG,COMPRIME,1 BOITE 30 COMPRIME,53.4,33.4,53.4,G,70%
3027,6118000160779,PENAMOX,AMOXICILLINE,250,MG,COMPRIME DISPERSIBLE,1 BOITE 24 COMPRIME,58.65,0,46.9,P,70%
3028,6118000040835,TRANSILAC,LACTULOSE,50,MG,SOLUTION BUVABLE,1 BOITE 20 SACHET,71.400000000000006,47.2,71.400000000000006,G,0%
3029,6118000170129,CIPROXINE MONODOSE,CIPROFLOXACINE,500,MG,COMPRIME PELLICULE,1 BOITE 1 COMPRIME,39,25.8,39,P,70%
3030,6118000190776,PERNABOL,CYPROHEPTADINE,40,%,SIROP,1 FLACON 125 ML,13.55,8.9,13.55,G,0%
3031,6118001180851,DOTAREM,ACIDE GADOTERIQUE,0.5,MMOLE,SOLUTION INJECTABLE,1 FLACON 20 ML,1242.5999999999999,822,1242.5999999999999,P,0%
3032,6118000080145,UROCTAL,NORFLOXACINE,400,MG,COMPRIME,1 BOITE 20 COMPRIME,99,61.7,99,G,70%
3033,6118000180432,RISORDAN,ISOSORBIDE DINITRATE,10,MG,COMPRIME SECABLE,1 BOITE 60 COMPRIME,27.5,17.2,27.5,P,70%
3034,6118001170029,ALDACTONE,SPIRONOLACTONE,50,MG,COMPRIME PELLICULE SECABLE,1 BOITE 20 COMPRIME PELLICULE SECABLE,57.7,36.1,57.7,P,70%
3035,6118000090908,SULFOBACTIN,THIAMPHENICOL,250,MG,COMPRIME,1 BOITE 16 COMPRIME,27.5,17.2,27.5,G,70%
3036,6118000100171,STABLON,TIANEPTINE,12.5,MG,COMPRIME ENROBE,1 BOITE 30 COMPRIME,116.5,72.5,116.5,P,70%
3037,6118000140467,SULFAPRIM FORT,SULFAMETHOXAZOLE / TRIMETHOPRIME,800 / 160,MG / MG,COMPRIME,1 BOITE 20 COMPRIME,26.5,16.5,26.5,G,70%
3038,6118000050889,NO-DEP,SERTRALINE,50,MG,COMPRIME SECABLE,1 BOITE 30 COMPRIME,126.8,79,126.8,G,70%
3555,6118001071463,CLOBEX 500 ï¿½G,PROPIONATE DE CLOBETASOL,500,ï¿½G,SHAMPOOING,1 FLACON 125 ML,220,145.5,220,P,0%
3556,6118001220229,HIBOR 3500 UI ANTI XA,BEMIPARINE,3500,UI,SOLUTION INJECTABLE,1 BOITE 10 SERINGUE PREREMPLIE,445.5,294.7,445.5,P,0%
3557,6118000020066,XALGIX,PARACETAMOL / DEXTROPROPOXYPHENE,325 / 32.5,MG / MG,COMPRIME,1 BOITE 30 COMPRIME,35,23.15,35,P,0%
3558,6118000340270,S-CORT 20 MG,PREDNISOLONE,20,MG,COMPRIME EFFERVESCENT SECABLE,1 BOITE 20 COMPRIME EFFERVESCENT,34.700000000000003,22.9,34.700000000000003,G,0%
3559,6118000040583,NIBIOL,NITROXOLINE,100,MG,COMPRIME ENROBE,1 BOITE 50 COMPRIME,24.8,16.399999999999999,24.8,P,0%
3560,6118000140320,NORACIN,NORFLOXACINE,400,MG,COMPRIME ENROBE,1 BOITE 14 COMPRIME,107.1,70.8,107.1,G,70%
3561,6118000070757,REMOX,PIROXICAM,20,MG,SUPPOSITOIRE,1 BOITE 12 SUPPOSITOIRE,44.9,28,44.9,G,70%
3562,6118001184132,OXALIPLATINE WIN 5 MG/ML,OXALIPLATINE,100,MG,POUDRE POUR SOLUTION POUR PERFUSION,1 FLACON 50 ML,1468,1203,1468,G,70%
3563,6118000190806,RANITIL,RANITIDINE,150,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME,112.2,69.900000000000006,112.2,G,70%
3564,6118000030119,AXIMYCINE,AMOXICILLINE,250,MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 100 ML,43,26.8,43,G,70%
3565,6118001120611,LESCOL,FLUVASTATINE,40,MG,GELULE,1 BOITE 28 GELULE,289.3,191.4,289.3,P,70%
3566,6118010115417,EXFORGE 10 MG/160 MG,AMLODIPINE / VALSARTAN,10 / 160,MG / MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME PELLICULE,361,240,361,P,70%
3567,6118001030606,EXFORGE 10 MG/160 MG,AMLODIPINE / VALSARTAN,10 / 160,MG / MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME PELLICULE,361,240,361,P,70%
3568,6118000030546,COLIMYCINE,COLISTINE,1,MUI,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON,48,31.7,48,P,0%
3569,6118000091790,ACLAV,AMOXICILLINE / ACIDE CLAVULANIQUE,100 / 12.5,MG / MG,POUDRE POUR SUSPENSION BUVABLE,2 FLACON 60 ML,122.8,76.5,122.8,G,70%
3570,6118001181957,PERMIXON,EXTRAIT LIPIDOSTEROLIQUE DE SERENOA REPENS,160,MG,GELULE,1 BOITE 30 GELULE,153.30000000000001,101.4,153.30000000000001,P,0%
3571,6118010113987,SPECTRUM,CIPROFLOXACINE,0.3,%,SOLUTION POUR GOUTTE AURICULAIRE,1 BOITE 1 FLACON,33,20.6,33,G,70%
3572,6118001101658,SPECTRUM,CIPROFLOXACINE,0.3,%,SOLUTION POUR GOUTTE AURICULAIRE,1 BOITE 1 FLACON,33,20.6,33,G,70%
3573,6118001140329,FLIXOTIDE,FLUTICASONE,125,ï¿½G,SUSPENSION POUR INHALATION,1 FLACON 60 DOSE,125,78.099999999999994,125,P,70%
3574,6118000040613,OTORALGYL,LIDOCAINE / PHENYLEPHRINE,1 / 0.25,G / G,SOLUTION POUR GOUTTE AURICULAIRE,1 FLACON 15 ML,26.2,17.3,26.2,P,0%
3575,6118001110407,ZAICAï¿½NE 2 % NORADRENALINE,LIDOCAINE,38.412,MG,SOLUTION INJECTABLE POUR USAGE DENTAIRE,1 BOITE 50 CARTOUCHE,205,0,205,P,0%
3576,6118000081074,VOGALENE,METOPIMAZINE,5,MG,SUPPOSITOIRE,1 BOITE 10 SUPPOSITOIRE,11.3,7,11.3,P,70%
3577,6118010119026,GONAL-F300,FOLLITROPINE ALFA,300,UI/0.5 ML,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 STYLO PRE-REMPLI,1159,766.7,1159,P,0%
3578,6118001260232,GONAL-F300,FOLLITROPINE ALFA,300,UI/0.5 ML,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 STYLO PRE-REMPLI,1159,766.7,1159,P,0%
3579,6118000250074,CELEBREX,CELECOXIB,100,MG,GELULE,1 BOITE 20 GELULE,117.3,73.099999999999994,82,P,70%
3580,6118000092292,EUMOXOL 0.3%,AMBROXOL,0.3,%,SOLUTION BUVABLE,1 FLACON 125 ML,18,11.9,18,G,0%
3581,6118001081110,ELOXATINE 5 MG/ML,OXALIPLATINE,50,MG,POUDRE POUR SOLUTION POUR PERFUSION,1 FLACON 36 ML,1203,929,1049,P,70%
3582,6118010120640,MICROPAKINE LP 750 MG,VALPROATE DE SODIUM,750,MG,GRANULE LP,1 BOITE 30 SACHET DOSE,261.89999999999998,173.2,261.89999999999998,P,0%
3583,6118001081660,MICROPAKINE LP 750 MG,VALPROATE DE SODIUM,750,MG,GRANULE LP,1 BOITE 30 SACHET DOSE,261.89999999999998,173.2,261.89999999999998,P,0%
3584,6118010120633,NO-DOL CODEINE 500MG/30MG,PARACETAMOL / CODEINE,500 / 30,MG / MG,COMPRIME,1 BOITE 20 COMPRIME,28,18.5,28,P,0%
3585,6118000061861,NO-DOL CODEINE 500MG/30MG,PARACETAMOL / CODEINE,500 / 30,MG / MG,COMPRIME,1 BOITE 20 COMPRIME,28,18.5,28,P,0%
3586,6118001270866,XYLATIN 50,OXALIPLATINE,50,MG,POUDRE POUR SOLUTION POUR PERFUSION,1 FLACON 10 ML,1089,812,1089,G,70%
3587,6118000090359,GLIPHARM,GLIBENCLAMIDE,5,MG,COMPRIME SECABLE,1 BOITE 20 COMPRIME,17.100000000000001,10.7,17.100000000000001,G,70%
3588,6118000260103,ACIDE SLF283,CONCENTRE POUR HEMODIALYSE,,NA,SOLUTE CONCENTRE,1 BIDON 10 L,144,90,67.3,P,70%
3589,6118000240617,PANFUREX,NIFUROXAZIDE,200,MG,GELULE,1 BOITE 28 GELULE,36.25,24,36.25,G,70%
3590,6118010121852,SIMVASTATINE GT,SIMVASTATINE,20,MG,COMPRIME ENROBE,1 BOITE 30 COMPRIME ENROBE,48,30,48,G,70%
3591,6118000330240,SIMVASTATINE GT,SIMVASTATINE,20,MG,COMPRIME ENROBE,1 BOITE 30 COMPRIME ENROBE,48,30,48,G,70%
3592,6118000060338,CIDERMEX,TRIAMCINOLONE / NEOMYCINE,10 / 35000,G / UI,POMMADE,1 TUBE 10 G,22.1,14.6,22.1,P,0%
3593,6118000120513,ULTRALAN,FLUOCORTOLONE,250,MG,POMMADE,1 TUBE 10 G,20.8,13.8,20.8,P,0%
3594,6118000081869,VOGASET,ONDANSETRON,8,MG,SOLUTION A DILUER POUR PERFUSION,1 BOITE 1 AMPOULE INJECTABLE,99,61.7,99,G,70%
3595,6118000150282,VALIUM,DIAZEPAM,5,MG,COMPRIME SECABLE,1 BOITE 40 COMPRIME,21.4,13.4,14,P,70%
3596,6118001031085,GALVUS MET 50MG/850MG,VILDAGLIPTINE / METFORMINE,50 / 850,MG / MG,COMPRIME PELLICULE,1 BOITE 60 COMPRIME PELLICULE,392,259.3,392,P,0%
3597,6118000240952,ZOLAM,LANSOPRAZOLE,30,MG,GELULE,1 BOITE 14 GELULE,70.7,44,70.7,G,70%
3598,6118010121234,JASMINE,DROSPIRENONE / ETHINYLESTRADIOL,3 / 30,MG / ï¿½G,COMPRIME PELLICULE,1 BOITE 21 COMPRIME PELLICULE,100,0,100,P,0%
3599,6118001090327,JASMINE,DROSPIRENONE / ETHINYLESTRADIOL,3 / 30,MG / ï¿½G,COMPRIME PELLICULE,1 BOITE 21 COMPRIME PELLICULE,100,0,100,P,0%
3600,6118000150022,BACTRIM FORT,SULFAMETHOXAZOLE / TRIMETHOPRIME,800 / 160,MG / MG,COMPRIME SECABLE,1 BOITE 10 COMPRIME,33.6,20.9,23.1,P,70%
3601,6118000013068,CO-VALSARTAN WIN 80MG/12.5MG,VALSARTAN / HYDROCHLOROTHIAZIDE,80 / 12.5,MG / MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME PELLICULE,148,92.5,148,G,70%
3602,6118001071692,EPIDUO GEL,ADAPALENE / PEROXYDE DE BENZOYLE,1/25,MG / MG,GEL,1 TUBE 30 G,146.6,97,146.6,P,0%
3603,6118010120497,ARANESP 30 ï¿½G,DARBEPOETIN ALFA,30,ï¿½G,SOLUTION INJECTABLE,1 BOITE 4 SERINGUE PREREMPLIE,0,1984.3,1984.3,P,0%
3604,6118001210077,ARANESP 30 ï¿½G,DARBEPOETIN ALFA,30,ï¿½G,SOLUTION INJECTABLE,1 BOITE 4 SERINGUE PREREMPLIE,0,1984.3,1984.3,P,0%
3605,6118001230341,FLUMAX 4000 UI ANTI-XA/0.4ML,ENOXAPARINE,4000,UI ANTI-XA,SOLUTION INJECTABLE,1 BOITE 2 SERINGUE PREREMPLIE,110.2,68.900000000000006,110.2,G,70%
3606,6118001070138,BETOPTIC,BETAXOLOL,0.25,%,COLLYRE,1 FLACON 3 ML,61.1,38,61.1,P,70%
3607,6118001080472,LOVENOX,ENOXAPARINE,4000,UI ANTI-XA,SOLUTION INJECTABLE,2 SERINGUE .4 ML,147.69999999999999,92.1,132,P,70%
3608,6118000032342,LIDOCAINE 5% LAPROPHAN NAPHAZOLINE,LIDOCAINE / NAPHAZOLINE,5 / 0.02,% / %,SOLUTION POUR APPLICATION LOCALE,1 FLACON 24 ML,26.5,17.5,26.5,G,0%
3609,6118010115974,FERO-GRAD FOLIC,SULFATE FERREUX / ACIDE FOLIQUE,105 / 350,MG / MG,COMPRIME ENROBE,1 BOITE 30 COMPRIME,55.4,0,55.4,P,70%
3610,6118001181131,FERO-GRAD FOLIC,SULFATE FERREUX / ACIDE FOLIQUE,105 / 350,MG / MG,COMPRIME ENROBE,1 BOITE 30 COMPRIME,55.4,0,55.4,P,70%
3611,6118000031543,GLUCOSE 10% LAPROPHAN,GLUCOSE,10,%,SOLUTION POUR PERFUSION,12 FLACON 500 ML,210.1,139,210.1,G,0%
3612,6118001120550,LAMISIL,TERBINAFINE,250,MG,COMPRIME SECABLE,1 BOITE 14 COMPRIME SECABLE,288,179.7,157,P,70%
3613,6118001182749,PERFALGAN 10 MG/ML NOURRISSONS ET ENFANT,PARACETAMOL,500,MG,SOLUTION POUR PERFUSION,12 FLACON 50 ML,278,173.5,278,P,70%
3614,6118000160397,CLAMOXYL,AMOXICILLINE,250,MG,COMPRIME DISPERSIBLE,1 BOITE 12 COMPRIME,35.700000000000003,23.6,35.700000000000003,P,70%
3615,6118001250585,CHEMOSET,ONDANSETRON,4,MG,COMPRIME PELLICULE,1 BOITE 10 COMPRIME PELLICULE,188,117.1,188,G,70%
3616,6118000091806,BETASTENE 0.05 %,BETAMETHASONE,0.5,MG/ML,SOLUTION BUVABLE,1 FLACON 30 ML,30,18.7,30,G,70%
3617,6118001250837,BRONCOTEC,FORMOTEROL,12,ï¿½G,GELULE INHALEE,1 BOITE 20 GELULE,84.6,52.9,84.6,G,70%
3618,6118000020172,ZYRTEC,CETIRIZINE,1,MG,SOLUTION BUVABLE,1 FLACON 60 ML,31.9,19.899999999999999,31.9,P,70%
3619,6118000250227,FELDENE,PIROXICAM,20,MG,SUPPOSITOIRE,1 BOITE 10 SUPPOSITOIRE,56.9,35.5,51.5,P,70%
3620,6118000090991,TRIMOX FORT,SULFAMETHOXAZOLE / TRIMETHOPRIME,800 / 160,MG / MG,COMPRIME,1 BOITE 20 COMPRIME,29.6,18.399999999999999,29.6,G,70%
3621,6118000021339,PROGOR,DILTIAZEM,120,MG,GELULE LP,1 BOITE 28 GELULE,106,66.2,106,G,70%
3622,6118000051152,ONIFINE 1%,TERBINAFINE,1,%,CREME,1 TUBE 15 G,34,21.2,34,G,70%
3623,6118001140619,HAVRIX,VACCIN ANTI-HEPATITE A,720,UI,SUSPENSION INJECTABLE,1 BOITE 1 SERINGUE,200,132.30000000000001,200,P,0%
3624,6118001141456,ZINNAT,CEFUROXIME,500,MG,COMPRIME PELLICULE,1 BOITE 10 COMPRIME,141.19999999999999,88,141.19999999999999,P,70%
3625,6118001030286,NITRODERM TTS 10,TRINITRINE,10,MG,DISPOSITIF TRANSDERMIQUE,1 BOITE 10 PATCH,99.8,62.4,99.8,P,70%
3626,6118000012382,LARGACTIL,CHLORPROMAZINE,25,MG,COMPRIME PELLICULE SECABLE,1 BOITE 50 COMPRIME,13.8,8.6,13.8,P,70%
3627,6118000250029,AZIMAX,AZITHROMYCINE,200,MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 22.5 ML,120,74.8,70,P,70%
3628,6118000080091,TRESORIX,CYPROHEPTADINE / VITAMINES,1.5,MG / NA,GELULE,1 BOITE 20 GELULE,23.8,15.7,23.8,P,0%
3629,6118000090120,ASTAPH,FLUCLOXACILLINE,500,MG,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON DE POUDRE+AMPOULE DE SOLVANT,11.7,7.3,11.7,G,70%
3630,6118001040575,SIFROL 0.26 MG,PRAMIPEXOLE,0.26,MG,COMPRIME LP,1 BOITE 30 COMPRIME A LP,148.5,98.2,148.5,P,0%
3631,6118000180463,SOUFRANE 2 %,THIOPHENE CARBOXYLATE DE SODIUM,2,%,SOLUTION POUR PULVERISATION NASALE,1 FLACON 20 ML,17,0,17,P,0%
3632,6118001170500,VFEND,VORICONAZOLE,200,MG,COMPRIME ENROBE,1 BOITE 14 COMPRIME,3975,3640,3975,P,70%
"3633,6118010116742,SAIZEN CLICKEAZY,SOMATROPINE,8,""MG/1,37 ML"",POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON DE POUDRE +1 CARTOUCHE DE SOLVANT,2100,1389.1,2100,P,0%"
"3634,6118001260034,SAIZEN CLICKEAZY,SOMATROPINE,8,""MG/1,37 ML"",POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON DE POUDRE +1 CARTOUCHE DE SOLVANT,2100,1389.1,2100,P,0%"
3635,6118000010579,EQUANIL,MEPROBAMATE,400,MG,COMPRIME ENROBE,1 BOITE 50 COMPRIME,20.45,13.5,20.45,P,0%
3636,6118001270330,FLUCONAZOLE GT,FLUCONAZOLE,2,MG,SOLUTION POUR PERFUSION,1 FLACON 50 ML,143,89.1,143,G,70%
3637,6118000310235,PHARMAFLAM,DICLOFENAC,100,MG,SUPPOSITOIRE,1 BOITE 10 SUPPOSITOIRE,37.799999999999997,23.5,37.799999999999997,G,70%
3638,6118000033158,PRASTENOR 40MG,PRAVASTATINE,40,MG,COMPRIME SECABLE,1 BOITE 28 COMPRIME SECABLE,274.8,181.8,274.8,G,0%
3639,6118000160922,VENTOLINE,SALBUTAMOL,2,MG,COMPRIME,1 BOITE 40 COMPRIME,18.7,11.7,18.7,P,70%
3640,6118010000850,VINCRISTINE COOPER,VINCRISTINE,1,MG,SOLUTION INJECTABLE,1 BOITE 5 FLACON,306,204,306,G,70%
3641,6118001101498,VINCRISTINE COOPER,VINCRISTINE,1,MG,SOLUTION INJECTABLE,1 BOITE 5 FLACON,306,204,306,G,70%
3642,6118000250104,COMBANTRIN,PYRANTEL,125,MG,COMPRIME,1 BOITE 6 COMPRIME,20,12.5,20,P,70%
3643,6118010119682,GEPRID,GLIMEPIRIDE,3,MG,COMPRIME,1 BOITE 60 COMPRIME,158.4,99,158.4,G,70%
3644,6118000241973,GEPRID,GLIMEPIRIDE,3,MG,COMPRIME,1 BOITE 60 COMPRIME,158.4,99,158.4,G,70%
3645,6118000180272,ANTI-HEMORROï¿½DAIRE POMMADE,HYDROCORTISONE / CINCHOCAINE CHLORHYDRATE,500 / 500,MG / MG,POMMADE RECTALE,1 TUBE 10 G,19.600000000000001,13,19.600000000000001,P,0%
3646,6118000010340,CYCLO 3,EXTRAIT SEC DE RUSCUS ACULEATUS / EXTRAIT FLUIDE DE MELILOT,640 / 800,MG / MG,CREME,1 TUBE 40 G,22.9,15.1,22.9,P,0%
3647,6118001000012,GRAN 34 MUI,LENOGRASTIM,33.6,MUI,POUDRE POUR SOLUTION INJECTABLE,1 FLACON 1 ML,846,560,846,G,70%
3648,6118001270811,TOPIRAMATE GT 100 MG,TOPIRAMATE,100,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,200.2,132.4,200.2,G,0%
3649,6118000031963,STADIAR,LOPERAMIDE,2,MG,GELULE,1 BOITE 6 GELULE,10,6.6,10,G,0%
3650,6118001182787,VIDEX,DIDANOSINE,100,MG,COMPRIME A CROQUER OU DISPERSIBLE,1 FLACON 60 COMPRIME,954,673,204,P,70%
3651,6118000061748,URBANYL,CLOBAZAM,10,MG,COMPRIME SECABLE,1 BOITE 30 COMPRIME,23.5,14.7,23.5,P,70%
3652,6118000280170,STARMOX,AMOXICILLINE,1,G,COMPRIME DISPERSIBLE,1 BOITE 12 COMPRIME,56,34.9,56,G,70%
3653,6118010023514,ANGIMOLE 75 MG,DIPYRIDAMOL,75,MG,COMPRIME DRAGEIFIE,1 BOITE 30 COMPRIME DRAGEFIE,36.6,22.9,36.6,P,70%
3654,6118001130054,CORALAN,IVABRADINE,7.5,MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME,378,251,378,P,70%
3655,6118000290056,HYZAAR,LOSARTAN / HYDROCHLOROTHIAZIDE,50 / 12.5,MG / MG,COMPRIME ENROBE,1 BOITE 14 COMPRIME,86.9,54.3,86.9,P,70%
3656,6118000220244,MALTOFER,FER,1,%,SOLUTION BUVABLE,1 FLACON 150 ML,35.700000000000003,23.6,35.700000000000003,P,70%
3657,6118001141388,ZINACEF,CEFUROXIME,750,MG,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON,73.7,48.7,34.200000000000003,P,70%
3658,6118000160229,AUGMENTIN,AMOXICILLINE / ACIDE CLAVULANIQUE,500 / 125,MG / MG,COMPRIME PELLICULE,1 BOITE 24 COMPRIME,280.5,0,219.3,P,70%
3659,6118001030255,MIFLASONE,BECLOMETASONE,200,ï¿½G,GELULE INHALEE,1 BOITE 60 GELULE,71.400000000000006,44.6,71.400000000000006,P,70%
3660,6118010125935,SUPPOSEDAL PARACETAMOL ADULTE,PARACETAMOL / NIAOULI / GRINDELIA / GELSEMIUM,500 / 40 / 40 / 20,MG / MG / MG / MG,SUPPOSITOIRE,1 BOITE 12 SUPPOSITOIRE,24,15.9,24,G,0%
3661,6118010121999,ACNO 30 MG,ISOTRETINOINE,31.50,MG,CAPSULE MOLLE,1 BOITE 30 CAPSULE MOLLE,375,248,375,G,0%
3662,6118001271177,ACNO 30 MG,ISOTRETINOINE,31.50,MG,CAPSULE MOLLE,1 BOITE 30 CAPSULE MOLLE,375,248,375,G,0%
3663,6118000161059,CLAMOXYL,AMOXICILLINE,1,G,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON,15.1,9.4,15.1,P,70%
3664,6118010120534,ARANESP 80 ï¿½G,DARBEPOETIN ALFA,80,ï¿½G,SOLUTION INJECTABLE,1 BOITE 4 SERINGUE PREREMPLIE,0,5291.4,5291.4,P,0%
3665,6118000070832,TRIFENE,IBUPROFENE,200,MG,COMPRIME PELLICULE,1 BOITE 20 COMPRIME,17.850000000000001,11.8,17.850000000000001,G,70%
3666,6118001271054,DEFLAZACORTE GT 6 MG,DEFLAZACORT,6,MG,COMPRIME SECABLE,1 BOITE 60 COMPRIME SECABLE,132.9,87.9,132.9,G,0%
3667,6118000032854,ZOTROL,ATENOLOL,100,MG,COMPRIME SECABLE,1 BOITE 98 COMPRIME SECABLE,148,92.5,148,G,70%
3668,6118000030089,AXIMYCINE,AMOXICILLINE,250,MG,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON,10,6.6,10,G,70%
3669,6118000040361,DOLIPRANE,PARACETAMOL,1,G,COMPRIME EFFERVESCENT,1 BOITE 8 COMPRIME,15.8,9.8000000000000007,15,P,70%
3670,6118001070374,LACRYVISC,CARBOMERE 974 P,0.3,%,GEL OPHTALMIQUE,1 TUBE 15 G,75.400000000000006,49.85,75.400000000000006,P,0%
3671,6118010000874,CETAXON,CEFOTAXIME,1,G,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON,69,43,69,G,70%
3672,6118001101382,CETAXON,CEFOTAXIME,1,G,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON,69,43,69,G,70%
3673,6118000220213,VOLTARENE EMULGEL,DICLOFENAC,1,%,GEL,1 TUBE 50 G,57,37.700000000000003,57,P,0%
3674,6118001150274,REBETOL,RIBAVIRINE,200,MG,GELULE,1 BOITE 168 GELULE,3727,3425,3727,P,70%
3675,6118000091950,VOMISTOP 10 MG,METOCLOPRAMIDE,10,MG,SUPPOSITOIRE,1 BOITE 10 SUPPOSITOIRE,9,5.9,9,G,0%
3676,6118001090204,LEVITRA,VARDENAFIL,10,MG,COMPRIME PELLICULE,1 BOITE 4 COMPRIME,255.9,169.3,255.9,P,0%
3677,6118001050635,XENICAL,ORLISTAT,120,MG,GELULE,1 BOITE 42 GELULE,549,363.16,549,P,0%
3678,6118000022046,ODIA,GLIMEPIRIDE,2,MG,COMPRIME,1 BOITE 30 COMPRIME,55,34.4,55,G,70%
3679,6118001151226,VIRAFERONPEG 120 ï¿½G,INTERFERON ALFA-2B PEGYLE,120,ï¿½G,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,1 BOITE 1 STYLO PRE-REMPLI,2497,2159,2497,P,70%
3680,6118000100331,BIPRETERAX ARGININE 10 MG/2.5 MG,PERINDOPRIL / INDAPAMIDE,6.79/2.50,MG / MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,243,160.69999999999999,243,P,0%
3681,6118001150533,RETISOL-A,TRETINOINE,0.01,%,CREME,1 TUBE 25 G,94.5,62.5,94.5,P,0%
3682,6118000091295,KEFOTAX IM,CEFOTAXIME,1,G,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON,69,43,69,G,70%
3683,6118000160489,CLAMOXYL,AMOXICILLINE,500,MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 60 ML,38.9,24.3,38.9,P,70%
3684,6118000010906,ISOPRINOSINE,INOSINE ACEDOBENE DIMEPRANOL,500,MG,COMPRIME SECABLE,1 BOITE 40 COMPRIME,219.25,145,219.25,P,0%
3685,6118000011507,STEDIRIL,NORGESTREL / ETHINYLESTRADIOL,0.5 / 0.05,MG / MG,COMPRIME ENROBE,1 BOITE 21 COMPRIME,11.65,7.7,11.65,P,0%
